modified,created,deleted,renamed,total,mod_ratio,rename_ratio,rate,label
237,55,54,54,137,1.72992700729927,0.3941605839416058,27.4,wannacry
237,56,54,54,137,1.72992700729927,0.3941605839416058,27.4,wannacry
238,56,54,54,136,1.75,0.3970588235294117,27.2,wannacry
239,56,54,54,137,1.7445255474452557,0.3941605839416058,27.4,wannacry
239,56,54,55,136,1.7573529411764706,0.4044117647058823,27.2,wannacry
240,56,54,55,136,1.7647058823529411,0.4044117647058823,27.2,wannacry
240,56,55,55,136,1.7647058823529411,0.4044117647058823,27.2,wannacry
241,56,55,55,136,1.7720588235294117,0.4044117647058823,27.2,wannacry
241,57,55,55,137,1.7591240875912408,0.4014598540145985,27.4,wannacry
242,57,55,55,137,1.7664233576642336,0.4014598540145985,27.4,wannacry
243,57,55,55,136,1.786764705882353,0.4044117647058823,27.2,wannacry
243,57,55,56,136,1.786764705882353,0.4117647058823529,27.2,wannacry
244,57,55,56,136,1.7941176470588236,0.4117647058823529,27.2,wannacry
244,57,56,56,136,1.7941176470588236,0.4117647058823529,27.2,wannacry
245,57,56,56,137,1.7883211678832116,0.4087591240875912,27.4,wannacry
245,58,56,56,137,1.7883211678832116,0.4087591240875912,27.4,wannacry
246,58,56,56,137,1.7956204379562044,0.4087591240875912,27.4,wannacry
247,58,56,56,137,1.802919708029197,0.4087591240875912,27.4,wannacry
247,58,56,57,137,1.802919708029197,0.4160583941605839,27.4,wannacry
248,58,56,57,137,1.8102189781021896,0.4160583941605839,27.4,wannacry
248,58,57,57,137,1.8102189781021896,0.4160583941605839,27.4,wannacry
249,58,57,57,137,1.8175182481751824,0.4160583941605839,27.4,wannacry
249,59,57,57,137,1.8175182481751824,0.4160583941605839,27.4,wannacry
250,59,57,57,136,1.838235294117647,0.4191176470588235,27.2,wannacry
251,59,57,57,137,1.832116788321168,0.4160583941605839,27.4,wannacry
251,59,57,58,137,1.832116788321168,0.4233576642335766,27.4,wannacry
252,59,57,58,136,1.8529411764705883,0.4264705882352941,27.2,wannacry
252,59,58,58,136,1.8529411764705883,0.4264705882352941,27.2,wannacry
253,59,58,58,136,1.8602941176470589,0.4264705882352941,27.2,wannacry
253,60,58,58,137,1.8467153284671536,0.4233576642335766,27.4,wannacry
254,60,58,58,137,1.854014598540146,0.4233576642335766,27.4,wannacry
255,60,58,58,137,1.8613138686131387,0.4233576642335766,27.4,wannacry
255,60,58,59,136,1.875,0.4338235294117647,27.2,wannacry
256,60,58,59,136,1.8823529411764703,0.4338235294117647,27.2,wannacry
256,60,59,59,136,1.8823529411764703,0.4338235294117647,27.2,wannacry
257,60,59,59,136,1.8897058823529411,0.4338235294117647,27.2,wannacry
257,61,59,59,136,1.8897058823529411,0.4338235294117647,27.2,wannacry
258,61,59,59,136,1.8970588235294117,0.4338235294117647,27.2,wannacry
259,61,59,59,136,1.9044117647058825,0.4338235294117647,27.2,wannacry
259,61,59,60,136,1.9044117647058825,0.4411764705882353,27.2,wannacry
260,61,59,60,136,1.911764705882353,0.4411764705882353,27.2,wannacry
260,61,60,60,136,1.911764705882353,0.4411764705882353,27.2,wannacry
261,61,60,60,136,1.9191176470588236,0.4411764705882353,27.2,wannacry
261,62,60,60,136,1.9191176470588236,0.4411764705882353,27.2,wannacry
262,62,60,60,136,1.9264705882352944,0.4411764705882353,27.2,wannacry
263,62,60,60,136,1.9338235294117647,0.4411764705882353,27.2,wannacry
263,62,60,61,136,1.9338235294117647,0.4485294117647059,27.2,wannacry
264,62,60,61,136,1.9411764705882353,0.4485294117647059,27.2,wannacry
264,62,61,61,136,1.9411764705882353,0.4485294117647059,27.2,wannacry
265,62,61,61,136,1.9485294117647056,0.4485294117647059,27.2,wannacry
265,63,61,61,137,1.9343065693430657,0.4452554744525547,27.4,wannacry
266,63,61,61,136,1.9558823529411764,0.4485294117647059,27.2,wannacry
267,63,61,61,136,1.963235294117647,0.4485294117647059,27.2,wannacry
267,63,61,62,136,1.963235294117647,0.4558823529411764,27.2,wannacry
268,63,61,62,136,1.9705882352941175,0.4558823529411764,27.2,wannacry
268,63,62,62,136,1.9705882352941175,0.4558823529411764,27.2,wannacry
269,63,62,62,136,1.9779411764705883,0.4558823529411764,27.2,wannacry
269,64,62,62,137,1.9635036496350364,0.4525547445255474,27.4,wannacry
270,64,62,62,137,1.9708029197080292,0.4525547445255474,27.4,wannacry
271,64,62,62,137,1.9781021897810216,0.4525547445255474,27.4,wannacry
271,64,62,63,136,1.9926470588235297,0.4632352941176471,27.2,wannacry
272,64,62,63,136,2.0,0.4632352941176471,27.2,wannacry
272,64,63,63,136,2.0,0.4632352941176471,27.2,wannacry
273,64,63,63,136,2.0073529411764706,0.4632352941176471,27.2,wannacry
273,65,63,63,137,1.9927007299270072,0.4598540145985401,27.4,wannacry
274,65,63,63,137,2.0,0.4598540145985401,27.4,wannacry
275,65,63,63,137,2.0072992700729926,0.4598540145985401,27.4,wannacry
275,65,63,64,136,2.0220588235294117,0.4705882352941176,27.2,wannacry
276,65,63,64,136,2.0294117647058822,0.4705882352941176,27.2,wannacry
276,65,64,64,136,2.0294117647058822,0.4705882352941176,27.2,wannacry
277,65,64,64,136,2.036764705882353,0.4705882352941176,27.2,wannacry
277,66,64,64,136,2.036764705882353,0.4705882352941176,27.2,wannacry
278,66,64,64,136,2.0441176470588234,0.4705882352941176,27.2,wannacry
279,66,64,64,136,2.051470588235294,0.4705882352941176,27.2,wannacry
279,66,64,65,136,2.051470588235294,0.4779411764705882,27.2,wannacry
280,66,64,65,136,2.0588235294117645,0.4779411764705882,27.2,wannacry
280,66,65,65,136,2.0588235294117645,0.4779411764705882,27.2,wannacry
281,66,65,65,136,2.0661764705882355,0.4779411764705882,27.2,wannacry
281,67,65,65,136,2.0661764705882355,0.4779411764705882,27.2,wannacry
282,67,65,65,136,2.073529411764706,0.4779411764705882,27.2,wannacry
283,67,65,65,136,2.0808823529411766,0.4779411764705882,27.2,wannacry
283,67,65,66,136,2.0808823529411766,0.4852941176470588,27.2,wannacry
284,67,65,66,136,2.088235294117647,0.4852941176470588,27.2,wannacry
284,67,66,66,136,2.088235294117647,0.4852941176470588,27.2,wannacry
285,67,66,66,136,2.0955882352941178,0.4852941176470588,27.2,wannacry
285,68,66,66,136,2.0955882352941178,0.4852941176470588,27.2,wannacry
286,68,66,66,136,2.1029411764705883,0.4852941176470588,27.2,wannacry
287,68,66,66,136,2.110294117647059,0.4852941176470588,27.2,wannacry
287,68,66,67,136,2.110294117647059,0.4926470588235294,27.2,wannacry
288,68,66,67,136,2.1176470588235294,0.4926470588235294,27.2,wannacry
288,68,67,67,136,2.1176470588235294,0.4926470588235294,27.2,wannacry
289,68,67,67,136,2.125,0.4926470588235294,27.2,wannacry
289,69,67,67,136,2.125,0.4926470588235294,27.2,wannacry
290,69,67,67,136,2.1323529411764706,0.4926470588235294,27.2,wannacry
291,69,67,67,136,2.139705882352941,0.4926470588235294,27.2,wannacry
291,69,67,68,136,2.139705882352941,0.5,27.2,wannacry
292,69,67,68,136,2.1470588235294117,0.5,27.2,wannacry
292,69,68,68,136,2.1470588235294117,0.5,27.2,wannacry
293,69,68,68,136,2.1544117647058822,0.5,27.2,wannacry
293,70,68,68,136,2.1544117647058822,0.5,27.2,wannacry
294,70,68,68,136,2.161764705882353,0.5,27.2,wannacry
295,70,68,68,136,2.1691176470588234,0.5,27.2,wannacry
295,70,68,69,136,2.1691176470588234,0.5073529411764706,27.2,wannacry
296,70,68,69,136,2.176470588235294,0.5073529411764706,27.2,wannacry
296,70,69,69,136,2.176470588235294,0.5073529411764706,27.2,wannacry
297,70,69,69,136,2.1838235294117645,0.5073529411764706,27.2,wannacry
297,71,69,69,136,2.1838235294117645,0.5073529411764706,27.2,wannacry
298,71,69,69,136,2.1911764705882355,0.5073529411764706,27.2,wannacry
299,71,69,69,136,2.198529411764706,0.5073529411764706,27.2,wannacry
299,71,69,70,136,2.198529411764706,0.5147058823529411,27.2,wannacry
300,71,69,70,136,2.2058823529411766,0.5147058823529411,27.2,wannacry
300,71,70,70,136,2.2058823529411766,0.5147058823529411,27.2,wannacry
301,71,70,70,136,2.213235294117647,0.5147058823529411,27.2,wannacry
301,72,70,70,136,2.213235294117647,0.5147058823529411,27.2,wannacry
302,72,70,70,136,2.2205882352941178,0.5147058823529411,27.2,wannacry
303,72,70,70,136,2.2279411764705883,0.5147058823529411,27.2,wannacry
303,72,70,71,136,2.2279411764705883,0.5220588235294118,27.2,wannacry
304,72,70,71,135,2.251851851851852,0.5259259259259259,27.0,wannacry
304,72,71,71,136,2.235294117647059,0.5220588235294118,27.2,wannacry
305,72,71,71,136,2.2426470588235294,0.5220588235294118,27.2,wannacry
305,73,71,71,136,2.2426470588235294,0.5220588235294118,27.2,wannacry
306,73,71,71,136,2.25,0.5220588235294118,27.2,wannacry
307,73,71,71,136,2.2573529411764706,0.5220588235294118,27.2,wannacry
307,73,71,72,136,2.2573529411764706,0.5294117647058824,27.2,wannacry
308,73,71,72,135,2.2814814814814817,0.5333333333333333,27.0,wannacry
308,73,72,72,136,2.264705882352941,0.5294117647058824,27.2,wannacry
309,73,72,72,136,2.2720588235294117,0.5294117647058824,27.2,wannacry
309,74,72,72,136,2.2720588235294117,0.5294117647058824,27.2,wannacry
310,74,72,72,136,2.2794117647058822,0.5294117647058824,27.2,wannacry
311,74,72,72,136,2.286764705882353,0.5294117647058824,27.2,wannacry
311,74,72,73,136,2.286764705882353,0.5367647058823529,27.2,wannacry
312,74,72,73,135,2.311111111111111,0.5407407407407407,27.0,wannacry
312,74,73,73,136,2.2941176470588234,0.5367647058823529,27.2,wannacry
313,74,73,73,136,2.301470588235294,0.5367647058823529,27.2,wannacry
313,75,73,73,136,2.301470588235294,0.5367647058823529,27.2,wannacry
314,75,73,73,136,2.3088235294117645,0.5367647058823529,27.2,wannacry
315,75,73,73,136,2.3161764705882355,0.5367647058823529,27.2,wannacry
315,75,73,74,136,2.3161764705882355,0.5441176470588235,27.2,wannacry
316,75,73,74,135,2.340740740740741,0.5481481481481482,27.0,wannacry
316,75,74,74,136,2.323529411764706,0.5441176470588235,27.2,wannacry
317,75,74,74,136,2.3308823529411766,0.5441176470588235,27.2,wannacry
317,76,74,74,136,2.3308823529411766,0.5441176470588235,27.2,wannacry
318,76,74,74,136,2.338235294117647,0.5441176470588235,27.2,wannacry
319,76,74,74,136,2.3455882352941178,0.5441176470588235,27.2,wannacry
319,76,74,75,135,2.362962962962963,0.5555555555555556,27.0,wannacry
320,76,74,75,135,2.3703703703703702,0.5555555555555556,27.0,wannacry
320,76,75,75,136,2.3529411764705883,0.5514705882352942,27.2,wannacry
321,76,75,75,136,2.360294117647059,0.5514705882352942,27.2,wannacry
321,77,75,75,136,2.360294117647059,0.5514705882352942,27.2,wannacry
322,77,75,75,135,2.3851851851851853,0.5555555555555556,27.0,wannacry
323,77,75,75,135,2.3925925925925924,0.5555555555555556,27.0,wannacry
323,77,75,76,135,2.3925925925925924,0.562962962962963,27.0,wannacry
324,77,75,76,135,2.4,0.562962962962963,27.0,wannacry
324,77,76,76,135,2.4,0.562962962962963,27.0,wannacry
325,77,76,76,135,2.407407407407407,0.562962962962963,27.0,wannacry
325,78,76,76,135,2.407407407407407,0.562962962962963,27.0,wannacry
326,78,76,76,135,2.414814814814815,0.562962962962963,27.0,wannacry
327,78,76,76,135,2.422222222222222,0.562962962962963,27.0,wannacry
327,78,76,77,136,2.4044117647058822,0.5661764705882353,27.2,wannacry
328,78,76,77,135,2.4296296296296296,0.5703703703703704,27.0,wannacry
328,78,77,77,136,2.411764705882353,0.5661764705882353,27.2,wannacry
329,78,77,77,136,2.4191176470588234,0.5661764705882353,27.2,wannacry
329,79,77,77,136,2.4191176470588234,0.5661764705882353,27.2,wannacry
330,79,77,77,136,2.426470588235294,0.5661764705882353,27.2,wannacry
331,79,77,77,136,2.4338235294117645,0.5661764705882353,27.2,wannacry
331,79,77,78,135,2.4518518518518517,0.5777777777777777,27.0,wannacry
332,79,77,78,135,2.4592592592592593,0.5777777777777777,27.0,wannacry
332,79,78,78,135,2.4592592592592593,0.5777777777777777,27.0,wannacry
333,79,78,78,136,2.448529411764706,0.5735294117647058,27.2,wannacry
333,80,78,78,136,2.448529411764706,0.5735294117647058,27.2,wannacry
334,80,78,78,136,2.4558823529411766,0.5735294117647058,27.2,wannacry
335,80,78,78,136,2.463235294117647,0.5735294117647058,27.2,wannacry
335,80,78,79,136,2.463235294117647,0.5808823529411765,27.2,wannacry
336,80,78,79,135,2.488888888888889,0.5851851851851851,27.0,wannacry
336,80,79,79,136,2.4705882352941178,0.5808823529411765,27.2,wannacry
337,80,79,79,136,2.4779411764705883,0.5808823529411765,27.2,wannacry
337,81,79,79,136,2.4779411764705883,0.5808823529411765,27.2,wannacry
338,81,79,79,136,2.485294117647059,0.5808823529411765,27.2,wannacry
339,81,79,79,136,2.4926470588235294,0.5808823529411765,27.2,wannacry
339,81,79,80,136,2.4926470588235294,0.5882352941176471,27.2,wannacry
340,81,79,80,135,2.5185185185185186,0.5925925925925926,27.0,wannacry
340,81,80,80,136,2.5,0.5882352941176471,27.2,wannacry
341,81,80,80,136,2.5073529411764706,0.5882352941176471,27.2,wannacry
341,82,80,80,136,2.5073529411764706,0.5882352941176471,27.2,wannacry
342,82,80,80,136,2.514705882352941,0.5882352941176471,27.2,wannacry
343,82,80,80,136,2.5220588235294117,0.5882352941176471,27.2,wannacry
343,82,80,81,136,2.5220588235294117,0.5955882352941176,27.2,wannacry
344,82,80,81,136,2.5294117647058822,0.5955882352941176,27.2,wannacry
344,82,81,81,136,2.5294117647058822,0.5955882352941176,27.2,wannacry
345,82,81,81,136,2.536764705882353,0.5955882352941176,27.2,wannacry
345,83,81,81,136,2.536764705882353,0.5955882352941176,27.2,wannacry
346,83,81,81,136,2.5441176470588234,0.5955882352941176,27.2,wannacry
347,83,81,81,136,2.551470588235294,0.5955882352941176,27.2,wannacry
347,83,81,82,136,2.551470588235294,0.6029411764705882,27.2,wannacry
348,83,81,82,135,2.577777777777778,0.6074074074074074,27.0,wannacry
348,83,82,82,136,2.5588235294117645,0.6029411764705882,27.2,wannacry
349,83,82,82,136,2.5661764705882355,0.6029411764705882,27.2,wannacry
349,84,82,82,136,2.5661764705882355,0.6029411764705882,27.2,wannacry
350,84,82,82,136,2.573529411764706,0.6029411764705882,27.2,wannacry
351,84,82,82,136,2.5808823529411766,0.6029411764705882,27.2,wannacry
351,84,82,83,136,2.5808823529411766,0.6102941176470589,27.2,wannacry
352,84,82,83,136,2.588235294117647,0.6102941176470589,27.2,wannacry
352,84,83,83,136,2.588235294117647,0.6102941176470589,27.2,wannacry
353,84,83,83,136,2.5955882352941178,0.6102941176470589,27.2,wannacry
353,85,83,83,136,2.5955882352941178,0.6102941176470589,27.2,wannacry
354,85,83,83,136,2.6029411764705883,0.6102941176470589,27.2,wannacry
355,85,83,83,136,2.610294117647059,0.6102941176470589,27.2,wannacry
355,85,83,84,136,2.610294117647059,0.6176470588235294,27.2,wannacry
356,85,83,84,136,2.6176470588235294,0.6176470588235294,27.2,wannacry
356,85,84,84,136,2.6176470588235294,0.6176470588235294,27.2,wannacry
357,85,84,84,136,2.625,0.6176470588235294,27.2,wannacry
357,86,84,84,136,2.625,0.6176470588235294,27.2,wannacry
358,86,84,84,136,2.6323529411764706,0.6176470588235294,27.2,wannacry
359,86,84,84,136,2.639705882352941,0.6176470588235294,27.2,wannacry
359,86,84,85,136,2.639705882352941,0.625,27.2,wannacry
360,86,84,85,136,2.6470588235294117,0.625,27.2,wannacry
360,86,85,85,136,2.6470588235294117,0.625,27.2,wannacry
361,86,85,85,136,2.6544117647058822,0.625,27.2,wannacry
361,87,85,85,136,2.6544117647058822,0.625,27.2,wannacry
362,87,85,85,136,2.661764705882353,0.625,27.2,wannacry
363,87,85,85,136,2.6691176470588234,0.625,27.2,wannacry
363,87,85,86,136,2.6691176470588234,0.6323529411764706,27.2,wannacry
364,87,85,86,136,2.676470588235294,0.6323529411764706,27.2,wannacry
364,87,86,86,136,2.676470588235294,0.6323529411764706,27.2,wannacry
365,87,86,86,136,2.6838235294117645,0.6323529411764706,27.2,wannacry
365,88,86,86,136,2.6838235294117645,0.6323529411764706,27.2,wannacry
366,88,86,86,136,2.6911764705882355,0.6323529411764706,27.2,wannacry
367,88,86,86,136,2.698529411764706,0.6323529411764706,27.2,wannacry
367,88,86,87,136,2.698529411764706,0.6397058823529411,27.2,wannacry
368,88,86,87,136,2.7058823529411766,0.6397058823529411,27.2,wannacry
368,88,87,87,136,2.7058823529411766,0.6397058823529411,27.2,wannacry
369,88,87,87,136,2.713235294117647,0.6397058823529411,27.2,wannacry
369,89,87,87,136,2.713235294117647,0.6397058823529411,27.2,wannacry
370,89,87,87,136,2.7205882352941178,0.6397058823529411,27.2,wannacry
371,89,87,87,136,2.7279411764705883,0.6397058823529411,27.2,wannacry
371,89,87,88,136,2.7279411764705883,0.6470588235294118,27.2,wannacry
372,89,87,88,135,2.7555555555555555,0.6518518518518519,27.0,wannacry
372,89,88,88,136,2.735294117647059,0.6470588235294118,27.2,wannacry
373,89,88,88,136,2.7426470588235294,0.6470588235294118,27.2,wannacry
373,90,88,88,136,2.7426470588235294,0.6470588235294118,27.2,wannacry
374,90,88,88,136,2.75,0.6470588235294118,27.2,wannacry
375,90,88,88,136,2.7573529411764706,0.6470588235294118,27.2,wannacry
375,90,88,89,136,2.7573529411764706,0.6544117647058824,27.2,wannacry
376,90,88,89,135,2.785185185185185,0.6592592592592592,27.0,wannacry
376,90,89,89,136,2.764705882352941,0.6544117647058824,27.2,wannacry
377,90,89,89,136,2.7720588235294117,0.6544117647058824,27.2,wannacry
377,91,89,89,136,2.7720588235294117,0.6544117647058824,27.2,wannacry
378,91,89,89,136,2.7794117647058822,0.6544117647058824,27.2,wannacry
379,91,89,89,136,2.786764705882353,0.6544117647058824,27.2,wannacry
379,91,89,90,136,2.786764705882353,0.6617647058823529,27.2,wannacry
380,91,89,90,136,2.7941176470588234,0.6617647058823529,27.2,wannacry
380,91,90,90,136,2.7941176470588234,0.6617647058823529,27.2,wannacry
381,91,90,90,136,2.801470588235294,0.6617647058823529,27.2,wannacry
381,92,90,90,136,2.801470588235294,0.6617647058823529,27.2,wannacry
382,92,90,90,136,2.8088235294117645,0.6617647058823529,27.2,wannacry
383,92,90,90,136,2.8161764705882355,0.6617647058823529,27.2,wannacry
383,92,90,91,136,2.8161764705882355,0.6691176470588235,27.2,wannacry
384,92,90,91,136,2.823529411764706,0.6691176470588235,27.2,wannacry
384,92,91,91,136,2.823529411764706,0.6691176470588235,27.2,wannacry
385,92,91,91,136,2.8308823529411766,0.6691176470588235,27.2,wannacry
385,93,91,91,136,2.8308823529411766,0.6691176470588235,27.2,wannacry
386,93,91,91,136,2.838235294117647,0.6691176470588235,27.2,wannacry
387,93,91,91,136,2.8455882352941178,0.6691176470588235,27.2,wannacry
387,93,91,92,136,2.8455882352941178,0.6764705882352942,27.2,wannacry
388,93,91,92,136,2.8529411764705883,0.6764705882352942,27.2,wannacry
388,93,92,92,136,2.8529411764705883,0.6764705882352942,27.2,wannacry
389,93,92,92,136,2.860294117647059,0.6764705882352942,27.2,wannacry
389,94,92,92,137,2.839416058394161,0.6715328467153284,27.4,wannacry
390,94,92,92,136,2.8676470588235294,0.6764705882352942,27.2,wannacry
391,94,92,92,136,2.875,0.6764705882352942,27.2,wannacry
391,94,92,93,136,2.875,0.6838235294117647,27.2,wannacry
392,94,92,93,136,2.8823529411764706,0.6838235294117647,27.2,wannacry
392,94,93,93,136,2.8823529411764706,0.6838235294117647,27.2,wannacry
393,94,93,93,136,2.889705882352941,0.6838235294117647,27.2,wannacry
393,95,93,93,136,2.889705882352941,0.6838235294117647,27.2,wannacry
394,95,93,93,136,2.8970588235294117,0.6838235294117647,27.2,wannacry
395,95,93,93,136,2.9044117647058822,0.6838235294117647,27.2,wannacry
395,95,93,94,136,2.9044117647058822,0.6911764705882353,27.2,wannacry
396,95,93,94,136,2.911764705882353,0.6911764705882353,27.2,wannacry
396,95,94,94,136,2.911764705882353,0.6911764705882353,27.2,wannacry
397,95,94,94,137,2.897810218978102,0.6861313868613139,27.4,wannacry
397,96,94,94,137,2.897810218978102,0.6861313868613139,27.4,wannacry
398,96,94,94,136,2.926470588235294,0.6911764705882353,27.2,wannacry
399,96,94,94,137,2.9124087591240877,0.6861313868613139,27.4,wannacry
399,96,94,95,136,2.9338235294117645,0.6985294117647058,27.2,wannacry
400,96,94,95,136,2.9411764705882355,0.6985294117647058,27.2,wannacry
400,96,95,95,136,2.9411764705882355,0.6985294117647058,27.2,wannacry
401,96,95,95,136,2.948529411764706,0.6985294117647058,27.2,wannacry
401,97,95,95,137,2.927007299270073,0.6934306569343066,27.4,wannacry
402,97,95,95,136,2.9558823529411766,0.6985294117647058,27.2,wannacry
403,97,95,95,136,2.963235294117647,0.6985294117647058,27.2,wannacry
403,97,96,95,136,2.963235294117647,0.6985294117647058,27.2,wannacry
404,97,96,95,136,2.9705882352941178,0.6985294117647058,27.2,wannacry
404,98,96,95,136,2.9705882352941178,0.6985294117647058,27.2,wannacry
405,98,96,95,136,2.9779411764705883,0.6985294117647058,27.2,wannacry
405,98,97,95,137,2.9562043795620436,0.6934306569343066,27.4,wannacry
406,98,97,95,137,2.9635036496350367,0.6934306569343066,27.4,wannacry
406,99,97,95,136,2.985294117647059,0.6985294117647058,27.2,wannacry
407,99,97,95,136,2.9926470588235294,0.6985294117647058,27.2,wannacry
